"",temperature_2m (°C),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (m/s),wind_speed_100m (m/s),shortwave_radiation_instant (W/m²),diffuse_radiation_instant (W/m²),direct_normal_irradiance_instant (W/m²),Mese
3,0.551555,0.893141,0.462483,0.349378,0.501312,-0.075185,-0.059134,-0.033505,August
4,0.550186,0.926562,0.465156,0.421091,0.490410,-0.069010,-0.033362,-0.029836,August
5,0.558179,0.932096,0.466071,0.265908,0.478190,0.040475,0.012299,0.168796,August
6,0.615969,0.787066,0.471510,0.492425,0.420268,0.237260,0.253686,0.690583,August
7,0.711603,0.442143,0.471223,0.615206,0.505041,0.454297,0.263959,0.772605,August
8,0.723732,0.363737,0.477859,0.641799,0.501150,0.655388,0.402719,0.792547,August
9,0.709220,0.345838,0.486786,0.639481,0.503961,0.701001,0.303128,0.660195,August
10,0.716113,0.374960,0.487610,0.629250,0.486038,0.675557,0.480444,0.299802,August
11,0.727534,0.427484,0.469300,0.619791,0.462694,0.637052,0.728978,0.233861,August
12,0.727753,0.354709,0.450464,0.360457,0.251370,0.758823,0.560762,0.701501,August
13,0.728587,0.358692,0.447974,0.269696,0.242908,0.699554,0.611646,0.597892,August
14,0.720695,0.381947,0.444523,0.237424,0.243675,0.302097,0.365902,0.348644,August
15,0.714238,0.438504,0.442223,0.317569,0.241994,0.198398,0.249377,0.358498,August
16,0.712947,0.546375,0.440439,0.374309,0.331178,0.096173,0.224372,0.254328,August
17,0.691601,0.666127,0.441270,0.463100,0.428420,-0.030817,0.022086,0.092810,August
18,0.670907,0.791177,0.443635,0.367221,0.453185,-0.071930,-0.042470,-0.006000,August
19,0.650927,0.797867,0.450969,0.282214,0.434861,-0.071260,-0.058667,-0.031421,August
20,0.666615,0.733044,0.461212,0.244282,0.430744,-0.071348,-0.059749,-0.023125,August
21,0.611409,0.857977,0.476246,0.294723,0.436317,-0.069503,-0.059495,-0.023946,August
22,0.566368,0.945979,0.480419,0.319117,0.478310,-0.072771,-0.058624,-0.033332,August
23,0.565205,0.946512,0.488720,0.390720,0.514652,-0.070388,-0.056896,-0.032268,August
0,0.288718,0.166473,0.409746,0.424344,0.573618,-0.022754,-0.072963,0.003920,April
1,0.314844,0.175496,0.408504,0.349445,0.560085,-0.026143,-0.074255,-0.003004,April
2,0.302415,0.165817,0.407961,0.543021,0.621297,-0.030338,-0.075196,-0.004164,April
3,0.269701,0.220246,0.412100,0.567333,0.616674,-0.034909,-0.074905,-0.004549,April
4,0.275052,0.255206,0.415670,0.327574,0.493889,-0.031820,-0.063799,-0.002769,April
5,0.274997,0.223339,0.433174,0.437899,0.587525,-0.010938,-0.027898,0.013521,April
6,0.321581,0.262486,0.441087,0.457365,0.584433,0.103996,0.201989,0.173935,April
7,0.399732,0.298864,0.437911,0.481064,0.556664,0.362042,0.517823,0.263888,April
8,0.376837,0.177507,0.439745,0.872371,0.652222,0.321152,0.720319,0.377677,April
9,0.394962,0.177692,0.437589,0.863012,0.665974,0.467740,0.733864,0.285347,April
10,0.424509,0.191963,0.447992,0.772283,0.612951,0.769078,0.779422,0.619557,April
11,0.430688,0.199597,0.451444,0.692461,0.561495,0.855665,0.698537,0.816121,April
12,0.431113,0.242078,0.453969,0.607309,0.490922,0.794592,0.545121,0.823126,April
13,0.431672,0.198018,0.447809,0.609171,0.555744,0.718063,0.548766,0.814172,April
14,0.423742,0.257977,0.453098,0.610342,0.573882,0.519969,0.347358,0.778722,April
15,0.403793,0.230512,0.447141,0.732861,0.613210,0.397996,0.343107,0.697921,April
16,0.335653,0.428599,0.524312,0.611606,0.508889,0.234849,0.034932,0.668157,April
17,0.307880,0.425607,0.545219,0.548054,0.462530,-0.005989,-0.050110,0.099636,April
18,0.267960,0.469633,0.563426,0.351019,0.387928,-0.032061,-0.053588,-0.002192,April
19,0.267720,0.605126,0.567763,0.293163,0.362028,-0.034091,-0.074039,-0.004531,April
20,0.203625,0.715422,0.595964,0.297420,0.372226,-0.030149,-0.074866,-0.002334,April
21,0.169734,0.733954,0.611970,0.316613,0.369702,-0.028272,-0.073736,-0.003201,April
22,0.170043,0.733415,0.614215,0.255516,0.375422,-0.026897,-0.073246,-0.003424,April
23,0.169913,0.755205,0.614422,0.262883,0.369033,-0.022375,-0.074042,-0.002987,April
0,0.198629,0.967567,0.506137,0.328882,0.210375,-0.011907,-0.067609,-0.020341,March
1,0.176057,0.961092,0.461969,0.344568,0.199605,-0.014668,-0.068230,-0.020434,March
2,0.163709,0.972352,0.444915,0.195042,0.184900,-0.015065,-0.067880,-0.020443,March
3,0.167118,0.967650,0.445486,0.154621,0.151077,-0.015004,-0.066729,-0.020430,March
4,0.166432,0.969138,0.446653,0.256491,0.251549,-0.012422,-0.065826,-0.020087,March
5,0.168346,0.963301,0.474614,0.293672,0.304384,-0.004834,-0.066652,-0.014389,March
6,0.175966,0.956688,0.496972,0.471151,0.527315,0.013651,-0.002423,0.020289,March
7,0.243327,0.874015,0.534546,0.624681,0.552663,0.285272,0.296120,0.263729,March
8,0.334933,0.770051,0.556533,0.703204,0.627015,0.492165,0.653302,0.513886,March
9,0.366417,0.630321,0.554499,0.671041,0.463231,0.556540,0.656895,0.498726,March
10,0.424564,0.600524,0.546968,0.570424,0.446675,0.594797,0.759639,0.430451,March
11,0.433726,0.493363,0.524638,0.478222,0.397910,0.632852,0.809086,0.517835,March
12,0.437084,0.471446,0.452795,0.459242,0.318529,0.631787,0.667300,0.525992,March
13,0.431065,0.495204,0.425068,0.462544,0.323703,0.439693,0.669109,0.292408,March
14,0.405926,0.548599,0.432229,0.436793,0.312460,0.216905,0.371219,0.145838,March
15,0.343449,0.592733,0.420525,0.505907,0.331205,0.183966,0.276516,0.080143,March
16,0.362581,0.777291,0.429778,0.496924,0.334457,0.021564,0.092795,0.067469,March
17,0.271309,0.885291,0.442482,0.548961,0.534060,-0.011524,-0.058749,-0.019338,March
18,0.256743,0.910960,0.446817,0.646364,0.661327,-0.014910,-0.066232,-0.020415,March
19,0.284016,0.835353,0.452141,0.689332,0.689340,-0.015003,-0.069018,-0.020416,March
20,0.289151,0.823412,0.444185,0.677450,0.687947,-0.013878,-0.069845,-0.020229,March
21,0.236431,0.857169,0.441221,0.572016,0.609832,-0.014589,-0.069857,-0.020405,March
22,0.220371,0.904230,0.423369,0.470493,0.564426,-0.012738,-0.069543,-0.019969,March
23,0.205492,0.912324,0.410171,0.557299,0.567004,-0.012573,-0.068359,-0.019679,March
0,0.494983,0.721324,0.531359,0.188089,0.242261,-0.054175,-0.024010,0.003971,September
1,0.472858,0.827443,0.510842,0.097533,0.208472,-0.054828,-0.024098,0.003850,September
2,0.474099,0.721202,0.488138,0.100979,0.157765,-0.055880,-0.023854,0.003827,September
3,0.467585,0.865633,0.469726,0.146300,0.223406,-0.055899,-0.023952,0.003938,September
4,0.458868,0.946054,0.491382,0.329619,0.394116,-0.053374,0.016332,0.004877,September
5,0.464497,0.952914,0.492279,0.218358,0.349941,0.010147,0.261926,0.026414,September
6,0.506335,0.777985,0.496028,0.162647,0.103533,0.206259,0.527059,0.464008,September
7,0.575157,0.442400,0.516779,0.117758,-0.035392,0.335525,0.597939,0.759813,September
8,0.683204,0.325926,0.539463,0.162777,0.010779,0.501355,0.692994,0.798783,September
9,0.719573,0.259195,0.547803,0.271216,0.086322,0.646936,0.722631,0.867395,September
10,0.737235,0.221993,0.542125,0.308531,0.244713,0.726400,0.730563,0.878106,September
11,0.743089,0.202849,0.523451,0.382507,0.337318,0.729633,0.735304,0.876614,September
12,0.749734,0.197800,0.506308,0.415763,0.360905,0.706271,0.710383,0.877000,September
13,0.730447,0.202855,0.502803,0.420987,0.383028,0.663048,0.676485,0.875029,September
14,0.696037,0.260122,0.476263,0.380320,0.330773,0.381863,0.593565,0.706799,September
15,0.651820,0.335602,0.466296,0.204532,0.147833,0.260149,0.517794,0.699688,September
16,0.649933,0.479951,0.454223,0.152391,0.264645,0.030221,0.317156,0.249984,September
17,0.605881,0.646474,0.455501,0.205085,0.345825,-0.049042,0.008622,0.024970,September
18,0.578073,0.794669,0.461018,0.187961,0.350726,-0.055933,-0.019736,0.004211,September
19,0.533305,0.826984,0.469120,0.117928,0.295377,-0.056063,-0.024158,0.003867,September
20,0.575073,0.866044,0.485897,0.132544,0.314689,-0.055707,-0.024504,0.004502,September
21,0.528205,0.861256,0.499230,0.127798,0.230650,-0.054868,-0.024513,0.005097,September
22,0.492067,0.926280,0.488694,0.107145,0.177119,-0.054263,-0.024437,0.004807,September
23,0.487938,0.945141,0.484669,0.099335,0.212927,-0.050236,-0.022697,0.005897,September
0,0.116103,0.728883,0.840147,0.339114,0.340190,-0.038729,0.021669,-0.064040,February
1,0.148878,0.720734,0.838911,0.320675,0.328794,-0.040156,0.021116,-0.064788,February
2,0.091319,0.827626,0.834275,0.248688,0.323625,-0.040454,0.021034,-0.064842,February
3,0.079308,0.905055,0.820622,0.280612,0.328972,-0.040588,0.021072,-0.064443,February
4,0.081241,0.975081,0.824065,0.271922,0.325828,-0.039146,0.022296,-0.062707,February
5,0.090628,1.008761,0.821869,0.228714,0.304739,-0.037008,0.024676,-0.061225,February
6,0.092996,0.961813,0.827865,0.187659,0.228126,-0.025469,0.035009,-0.024989,February
7,0.175840,0.832606,0.825114,0.281558,0.301109,0.148119,0.278857,0.396374,February
8,0.327720,0.553402,0.830894,0.345577,0.298108,0.330775,0.384318,0.740611,February
9,0.355770,0.512769,0.836298,0.351570,0.269847,0.439835,0.288753,0.724959,February
10,0.376715,0.494931,0.834633,0.339502,0.250542,0.591650,0.408669,0.707672,February
11,0.390972,0.519062,0.800922,0.325816,0.194642,0.605750,0.553392,0.735290,February
12,0.397812,0.470653,0.776776,0.300925,0.133133,0.568976,0.530078,0.788435,February
13,0.389656,0.470919,0.777271,0.268286,0.137623,0.573887,0.469589,0.792540,February
14,0.381790,0.495508,0.771578,0.188042,0.109910,0.300417,0.381715,0.692340,February
15,0.363550,0.637198,0.769519,0.101622,0.089111,0.155518,0.348162,0.589034,February
16,0.292906,0.789580,0.765887,0.098395,0.103877,-0.008278,0.056933,0.108096,February
17,0.214161,0.883525,0.768535,0.121767,0.127981,-0.034232,0.022778,-0.055604,February
18,0.200936,0.899021,0.768763,0.085737,0.107869,-0.040581,0.021626,-0.064548,February
19,0.132368,0.951215,0.765428,0.069384,0.090130,-0.040794,0.021040,-0.064886,February
20,0.114307,1.004489,0.763552,0.093236,0.110878,-0.040431,0.021073,-0.064862,February
21,0.096446,0.971559,0.763648,0.087050,0.118773,-0.040137,0.021080,-0.064722,February
22,0.091044,0.999653,0.762814,0.097282,0.124521,-0.037811,0.021249,-0.064571,February
23,0.076927,1.002539,0.762361,0.127974,0.192539,-0.036853,0.023302,-0.062634,February
0,0.496001,1.011533,0.539663,0.248151,0.335619,-0.026615,-0.081599,-0.066080,June
1,0.502494,0.995641,0.536794,0.360067,0.378947,-0.027215,-0.082896,-0.066078,June
2,0.499502,1.006442,0.514613,0.252138,0.374648,-0.030145,-0.082965,-0.066305,June
3,0.486954,1.005403,0.511242,0.145014,0.315423,-0.029678,-0.082762,-0.066118,June
4,0.508078,0.997115,0.513832,0.122366,0.268704,-0.022545,-0.053379,-0.051306,June
5,0.571332,0.832516,0.528924,0.190358,0.323724,0.266560,0.305582,0.457456,June
6,0.620189,0.807082,0.529492,0.197998,0.259762,0.381574,0.304319,0.397669,June
7,0.704824,0.625834,0.527673,0.164503,0.233076,0.515304,0.564345,0.553317,June
8,0.771113,0.342183,0.501254,0.344140,0.220264,0.641458,0.465655,0.760053,June
9,0.789216,0.295495,0.526478,0.363023,0.224338,0.768894,0.526956,0.761306,June
10,0.790207,0.310389,0.533046,0.308126,0.177845,0.858664,0.824801,0.679874,June
11,0.781206,0.371440,0.525279,0.283730,0.221932,0.890265,0.945879,0.741229,June
12,0.773377,0.409614,0.524629,0.243979,0.155029,0.802600,0.796989,0.591481,June
13,0.772593,0.344393,0.527208,0.427145,0.272890,0.714989,0.699168,0.607193,June
14,0.769823,0.378454,0.525293,0.377071,0.331587,0.508497,0.449429,0.522738,June
15,0.784939,0.377274,0.516823,0.197822,0.237407,0.464933,0.413912,0.653409,June
16,0.747212,0.422602,0.509935,0.229060,0.161591,0.214547,0.194700,0.540714,June
17,0.706091,0.569076,0.522673,0.249964,0.175294,0.053594,0.033302,0.252483,June
18,0.574646,0.866109,0.537568,0.232182,0.248177,-0.024764,-0.024595,-0.065408,June
19,0.517619,0.944119,0.537378,0.268689,0.338728,-0.030272,-0.068104,-0.066324,June
20,0.531781,0.968712,0.544227,0.141429,0.298178,-0.029666,-0.081577,-0.066132,June
21,0.518989,0.960070,0.543877,0.158336,0.254560,-0.027388,-0.082015,-0.063142,June
22,0.503784,0.970519,0.545635,0.099617,0.176007,-0.024974,-0.081680,-0.064873,June
23,0.494116,0.966973,0.544289,0.091117,0.151945,-0.016370,-0.080196,-0.056151,June
0,0.252539,0.968626,0.526267,0.051202,0.057755,-0.015128,-0.053847,0.002619,December
1,0.252189,0.968296,0.518677,0.110158,0.075280,-0.015828,-0.057317,0.002522,December
2,0.256129,0.969028,0.513075,0.092894,0.072848,-0.015857,-0.057847,0.002536,December
3,0.257523,0.962175,0.506085,0.103875,0.120149,-0.015807,-0.057802,0.002560,December
4,0.256819,0.957705,0.506385,0.053250,0.047327,-0.015582,-0.056730,0.002650,December
5,0.254063,0.942742,0.512816,0.042418,0.058249,-0.015355,-0.055391,0.002692,December
6,0.253712,0.960292,0.523430,0.057773,0.112549,-0.014618,-0.020819,0.002699,December
7,0.260986,0.937191,0.534233,0.137107,0.274817,0.001554,0.373577,0.006661,December
8,0.291470,0.951303,0.558596,0.155652,0.278416,0.070453,0.577028,0.018342,December
9,0.327139,0.898947,0.558181,0.101902,0.182539,0.097162,0.659764,0.026802,December
10,0.345061,0.849623,0.554213,0.133631,0.114121,0.132494,0.698128,0.032993,December
11,0.362058,0.691397,0.526843,0.142543,0.126120,0.133836,0.708739,0.035754,December
12,0.373698,0.636725,0.513821,0.162988,0.117527,0.134602,0.631014,0.036879,December
13,0.372803,0.638753,0.507487,0.191280,0.183494,0.100412,0.538750,0.037968,December
14,0.362817,0.693517,0.509641,0.174617,0.181321,0.030076,0.242266,0.012589,December
15,0.320190,0.837690,0.509729,0.151928,0.216468,-0.006695,0.045615,0.003860,December
16,0.312578,0.900623,0.507666,0.222208,0.266778,-0.013763,-0.047536,0.002779,December
17,0.299286,0.929372,0.515231,0.221500,0.284326,-0.015642,-0.055603,0.002522,December
18,0.281239,0.955253,0.517052,0.201962,0.276367,-0.015874,-0.057276,0.002518,December
19,0.272276,0.961596,0.515985,0.192324,0.246236,-0.015864,-0.057699,0.002519,December
20,0.273999,0.966604,0.519618,0.204736,0.270575,-0.015711,-0.057998,0.002524,December
21,0.273640,0.968720,0.517803,0.211680,0.269224,-0.015813,-0.058018,0.002519,December
22,0.271197,0.967076,0.513225,0.213148,0.268651,-0.015572,-0.057702,0.002536,December
23,0.271190,0.966782,0.508161,0.202150,0.274375,-0.015358,-0.056335,0.002557,December
0,0.565286,0.988448,0.543320,0.211955,0.266531,-0.016730,-0.068860,0.020470,October
1,0.555661,0.987126,0.544261,0.222931,0.302314,-0.017099,-0.069328,0.020441,October
2,0.556106,0.987448,0.540045,0.315458,0.368874,-0.017152,-0.069358,0.020440,October
3,0.557670,0.987041,0.540951,0.313980,0.370526,-0.017008,-0.069571,0.020502,October
4,0.542076,0.996477,0.539395,0.255170,0.368749,-0.016509,-0.068511,0.021053,October
5,0.538328,0.993418,0.541104,0.254254,0.352722,-0.014543,-0.060717,0.025601,October
6,0.560301,0.981898,0.553765,0.257316,0.365708,0.019835,0.145089,0.122281,October
7,0.591695,0.893138,0.568532,0.251266,0.306114,0.106856,0.645151,0.276127,October
8,0.628039,0.858272,0.577988,0.386052,0.313261,0.316064,0.795577,0.311333,October
9,0.641221,0.677916,0.579544,0.350997,0.287955,0.378264,0.738496,0.342910,October
10,0.659142,0.629258,0.581539,0.323891,0.271732,0.405070,0.877771,0.343937,October
11,0.664256,0.606126,0.578347,0.238022,0.212907,0.407944,0.847415,0.349403,October
12,0.666459,0.597873,0.566582,0.180196,0.199894,0.400606,0.903004,0.330397,October
13,0.666123,0.594902,0.552781,0.151671,0.197262,0.260150,0.904061,0.284174,October
14,0.654959,0.612420,0.558872,0.156404,0.206658,0.158506,0.551625,0.118650,October
15,0.608371,0.695013,0.558329,0.129444,0.200512,0.084077,0.300604,0.070683,October
16,0.589385,0.797302,0.573317,0.143534,0.228875,-0.009505,-0.034031,0.025204,October
17,0.568852,0.859890,0.578832,0.107494,0.238343,-0.015557,-0.067419,0.020772,October
18,0.553425,0.875169,0.581664,0.146848,0.298811,-0.017137,-0.068990,0.020443,October
19,0.546064,0.850741,0.583136,0.146908,0.349789,-0.017159,-0.069540,0.020440,October
20,0.542632,0.954583,0.584394,0.129027,0.329185,-0.017102,-0.069521,0.020443,October
21,0.537763,0.972305,0.584077,0.120463,0.278042,-0.017092,-0.069469,0.020444,October
22,0.536097,0.970712,0.583992,0.103854,0.249456,-0.016517,-0.069229,0.020477,October
23,0.534146,0.971419,0.583826,0.111635,0.236617,-0.016113,-0.068236,0.020635,October
0,0.172161,0.696093,0.570137,0.371660,0.414317,-0.057080,-0.062270,-0.034173,February
1,0.170197,0.700215,0.569707,0.391180,0.451471,-0.057645,-0.062771,-0.034332,February
2,0.164403,0.653425,0.569236,0.368632,0.402789,-0.057915,-0.062373,-0.034327,February
3,0.162561,0.652940,0.570895,0.379119,0.424457,-0.057530,-0.062974,-0.032881,February
4,0.161482,0.636269,0.583085,0.466751,0.438606,-0.057057,-0.059943,-0.029929,February
5,0.169380,0.565443,0.609291,0.353310,0.456009,-0.052766,-0.059532,-0.024378,February
6,0.175873,0.566502,0.647456,0.414104,0.493219,-0.045701,-0.027487,-0.009585,February
7,0.192063,0.506963,0.673756,0.596318,0.538693,-0.005137,0.273790,0.308175,February
8,0.238754,0.610118,0.675260,0.622113,0.502691,0.259001,0.409800,0.421888,February
9,0.231824,0.584296,0.685500,0.667756,0.479005,0.437755,0.499639,0.558056,February
10,0.250838,0.393774,0.681627,0.696369,0.625053,0.484965,0.537242,0.367255,February
11,0.266392,0.377497,0.674143,0.731930,0.670416,0.503361,0.529626,0.536648,February
12,0.286446,0.346819,0.656748,0.750113,0.695537,0.488118,0.521832,0.524798,February
13,0.283389,0.338013,0.637587,0.711045,0.678910,0.410662,0.515803,0.478373,February
14,0.284488,0.347136,0.643996,0.631899,0.535534,0.261824,0.363770,0.374816,February
15,0.275892,0.365904,0.647340,0.545317,0.479907,0.044112,0.314998,0.248492,February
16,0.267413,0.438203,0.688411,0.636402,0.648800,-0.033655,0.000674,0.055106,February
17,0.220855,0.560537,0.692429,0.576038,0.623858,-0.055030,-0.060168,-0.030298,February
18,0.235275,0.543391,0.689960,0.637901,0.700312,-0.057825,-0.062641,-0.034194,February
19,0.224113,0.534591,0.684744,0.611451,0.693659,-0.057900,-0.063285,-0.034273,February
20,0.239839,0.459756,0.675311,0.633014,0.683722,-0.056922,-0.063242,-0.034031,February
21,0.224196,0.489652,0.673473,0.504906,0.588237,-0.057283,-0.063345,-0.034283,February
22,0.197423,0.607866,0.651238,0.445891,0.565956,-0.056441,-0.062936,-0.033934,February
23,0.176456,0.665914,0.652860,0.479344,0.587584,-0.056041,-0.059750,-0.033485,February
0,0.290752,0.608152,0.618782,0.109871,0.168267,-0.029720,-0.005370,0.042069,May
1,0.306296,0.486650,0.611955,0.174517,0.293837,-0.037609,-0.013141,0.004566,May
2,0.296661,0.573394,0.570508,0.248967,0.397991,-0.053419,-0.014853,-0.019458,May
3,0.278417,0.651158,0.585976,0.164862,0.361514,-0.055740,-0.014277,-0.021749,May
4,0.269988,0.816824,0.577302,0.251468,0.381509,-0.043777,0.048469,-0.014530,May
5,0.269553,0.794570,0.616931,0.412659,0.442857,0.060493,0.265315,0.103967,May
6,0.277139,0.783336,0.618867,0.368773,0.446228,0.051205,0.254054,0.071386,May
7,0.328996,0.691753,0.619431,0.200163,0.291441,0.195247,0.307394,0.048646,May
8,0.469422,0.590985,0.614146,0.228689,0.154540,0.403879,0.563764,0.143267,May
9,0.511083,0.475807,0.613819,0.161084,0.137368,0.680544,0.702139,0.501537,May
10,0.584546,0.338478,0.600143,0.226740,0.208065,0.847519,0.593407,0.647356,May
11,0.588833,0.336618,0.579104,0.350764,0.306677,0.773837,0.522776,0.649798,May
12,0.562859,0.363550,0.548614,0.471315,0.416960,0.803675,0.665754,0.388939,May
13,0.546651,0.335476,0.495063,0.471920,0.436246,0.612739,0.679470,0.415114,May
14,0.571111,0.328880,0.488632,0.427084,0.407683,0.472858,0.567717,0.582336,May
15,0.581142,0.314359,0.474739,0.338575,0.324472,0.413008,0.486844,0.673145,May
16,0.572142,0.335957,0.475860,0.289178,0.233178,0.181580,0.214873,0.333671,May
17,0.505840,0.427053,0.473077,0.220378,0.216333,0.082684,0.120931,0.351255,May
18,0.470221,0.443964,0.473598,0.271277,0.286975,-0.053678,-0.001716,-0.017539,May
19,0.403814,0.670437,0.480086,0.272852,0.371577,-0.056881,-0.011756,-0.023621,May
20,0.373629,0.693282,0.485340,0.321917,0.387883,-0.055326,-0.013562,-0.023510,May
21,0.310983,0.791137,0.478456,0.336516,0.421265,-0.054043,-0.014059,-0.022567,May
22,0.285482,0.920576,0.474330,0.311630,0.425445,-0.052550,-0.013645,-0.022762,May
23,0.275773,0.936727,0.472131,0.223915,0.413229,-0.053149,-0.010978,-0.021233,May
0,0.536173,0.836096,0.630249,0.195046,0.291630,-0.005757,-0.032612,-0.089608,June
1,0.545783,0.776325,0.627885,0.196121,0.319650,-0.004919,-0.036067,-0.088430,June
2,0.540903,0.673316,0.625227,0.189432,0.308565,-0.004100,-0.036851,-0.071575,June
3,0.533142,0.721521,0.626934,0.193864,0.345871,0.017783,-0.037019,-0.034495,June
4,0.509008,0.817886,0.649948,0.302017,0.499796,0.000232,0.018120,-0.064123,June
5,0.542652,0.674946,0.654369,0.263668,0.508631,0.089830,0.380518,0.070496,June
6,0.608993,0.332654,0.662183,0.338259,0.390413,0.389394,0.523242,0.460197,June
7,0.733248,0.237437,0.661037,0.422373,0.424948,0.536476,0.564597,0.843825,June
8,0.756699,0.228635,0.674965,0.532905,0.489497,0.679991,0.539522,0.761763,June
9,0.772959,0.236692,0.674328,0.527880,0.442701,0.961371,0.564322,0.952559,June
10,0.778306,0.195838,0.674159,0.543360,0.493808,1.053750,0.570300,0.971232,June
11,0.779652,0.183558,0.667436,0.604104,0.558053,1.049293,0.548104,0.963454,June
12,0.788101,0.157864,0.652199,0.623798,0.548765,0.995923,0.554733,0.960604,June
13,0.770017,0.158768,0.648923,0.629841,0.585204,0.993975,0.429099,0.969617,June
14,0.716916,0.237605,0.644798,0.622302,0.580101,0.764364,0.482465,0.866140,June
15,0.674253,0.250445,0.639378,0.597053,0.573823,0.516037,0.410257,0.801075,June
16,0.700700,0.380197,0.626321,0.563967,0.561203,0.146727,0.218480,0.293831,June
17,0.661809,0.422748,0.633743,0.499275,0.548881,0.061737,0.181046,0.222265,June
18,0.644174,0.474537,0.637284,0.242235,0.458674,-0.007499,-0.013802,0.013699,June
19,0.583044,0.437859,0.639346,0.205405,0.366456,0.011965,-0.036055,-0.055087,June
20,0.548715,0.762773,0.661122,0.217310,0.386253,0.006990,-0.036348,0.031445,June
21,0.506918,0.798999,0.667612,0.243241,0.386359,-0.001602,-0.034913,-0.055615,June
22,0.496720,0.854041,0.671044,0.219588,0.326496,-0.001191,-0.034024,-0.086729,June
23,0.500220,0.837232,0.671771,0.217506,0.350637,0.003122,-0.030638,-0.070827,June
0,0.515306,0.992860,0.439184,0.599987,0.736873,-0.032404,-0.045245,-0.055941,May
1,0.514604,0.993997,0.436993,0.671984,0.679308,-0.034376,-0.048644,-0.056031,May
2,0.514213,0.996022,0.429166,0.683441,0.680089,-0.036858,-0.049674,-0.056066,May
3,0.512329,0.995986,0.430516,0.617625,0.617786,-0.036598,-0.049374,-0.055952,May
4,0.512256,0.997005,0.424893,0.489985,0.547551,-0.030505,0.016545,-0.050110,May
5,0.517877,0.989791,0.431158,0.621251,0.628661,0.268823,0.246798,0.144495,May
6,0.537448,0.959851,0.429265,0.622291,0.502217,0.359303,0.598916,0.366839,May
7,0.566562,0.908018,0.432488,0.369599,0.447831,0.452163,0.757444,0.374285,May
8,0.564513,0.827896,0.408601,0.434128,0.353458,0.565799,0.888125,0.502007,May
9,0.573018,0.754017,0.409938,0.618974,0.404640,0.648717,0.809803,0.503936,May
10,0.582577,0.743173,0.408712,0.594661,0.455940,0.731708,0.923684,0.395751,May
11,0.578279,0.761649,0.402102,0.636035,0.486367,0.745346,0.994065,0.397465,May
12,0.587591,0.689044,0.393143,0.568931,0.413099,0.668060,0.882100,0.434578,May
13,0.591038,0.633026,0.392382,0.489796,0.439055,0.649440,0.926241,0.464795,May
14,0.591815,0.632098,0.388881,0.375582,0.429360,0.447906,0.711864,0.423367,May
15,0.591977,0.648791,0.385322,0.268167,0.387271,0.392277,0.697020,0.439987,May
16,0.585155,0.648398,0.386311,0.427547,0.508324,0.193558,0.224319,0.151246,May
17,0.570658,0.689240,0.387041,0.580168,0.691919,0.037614,0.104084,0.098099,May
18,0.558877,0.739729,0.387687,0.544779,0.698442,-0.034012,-0.028175,-0.053992,May
19,0.544634,0.812593,0.391727,0.497617,0.710916,-0.036801,-0.044128,-0.056031,May
20,0.554086,0.741771,0.394500,0.583609,0.755026,-0.034725,-0.049197,-0.055784,May
21,0.537834,0.814732,0.391533,0.758556,0.769127,-0.032474,-0.049021,-0.054157,May
22,0.524399,0.919431,0.393413,0.721570,0.772018,-0.032298,-0.047754,-0.055534,May
23,0.521562,0.921014,0.393151,0.460672,0.738956,-0.028748,-0.044296,-0.054002,May
0,0.146635,0.743627,0.662644,0.303502,0.314160,-0.039892,-0.034966,-0.062940,March
1,0.119142,0.737167,0.659929,0.367375,0.379391,-0.040699,-0.035126,-0.063031,March
2,0.121314,0.740118,0.649235,0.462436,0.430112,-0.040803,-0.035115,-0.063031,March
3,0.149089,0.706977,0.649602,0.476755,0.457881,-0.040537,-0.035133,-0.062802,March
4,0.142736,0.733384,0.645600,0.406584,0.511645,-0.039238,-0.034060,-0.060899,March
5,0.123358,0.749829,0.651991,0.399207,0.454380,-0.029178,-0.019972,-0.036895,March
6,0.177589,0.712258,0.673010,0.449583,0.525309,0.017052,0.116012,0.208496,March
7,0.247446,0.496210,0.710065,0.527702,0.498070,0.201099,0.330159,0.541808,March
8,0.292939,0.509497,0.697750,0.680895,0.577939,0.577884,0.462504,0.826271,March
9,0.300241,0.439093,0.739243,0.685480,0.569889,0.622334,0.469734,0.765237,March
10,0.336815,0.515286,0.753929,0.664554,0.505513,0.727391,0.478303,0.638875,March
11,0.346663,0.412711,0.730763,0.637791,0.436945,0.786622,0.477508,0.878991,March
12,0.365315,0.311386,0.701780,0.602672,0.456122,0.776448,0.390212,0.889875,March
13,0.363713,0.243436,0.673252,0.617421,0.431011,0.690336,0.413199,0.881224,March
14,0.358325,0.249739,0.667949,0.571331,0.430014,0.472304,0.296262,0.818443,March
15,0.338772,0.280893,0.668329,0.468512,0.346020,0.260754,0.260508,0.810095,March
16,0.319478,0.417036,0.666701,0.416328,0.379887,0.116389,0.105953,0.716180,March
17,0.264819,0.513287,0.710480,0.551859,0.457617,-0.028693,-0.022697,0.017703,March
18,0.247825,0.654993,0.753278,0.480448,0.501694,-0.038611,-0.033159,-0.060809,March
19,0.238649,0.565024,0.760843,0.456323,0.526143,-0.039049,-0.035109,-0.062155,March
20,0.211591,0.608952,0.770716,0.448071,0.556034,-0.039678,-0.035203,-0.061428,March
